Asset Name,Asset Code,Location Code,Category,Asset Description,Make,Model,Serial Number,Charge Department Code,Account Code,Supplier/Manufacturer Name,Supplier/Manufacturer Number,Manual RQD,Manual Found,Global,P&ID Doc Name,P&ID Page,P&ID Tag,Equipment,Equipment Voltage,Equipment Amps,Equipment Power,Equipment Fluid,Equipment Material of Construction,Equipment Diameter,Equipment Power Feed Location,Equipment Type,Lines,Line Fluid,Line Material of Construction,Line Diameter,Line From,Line To,Line Insulation,Line Design Pressure,Line Schedule,Line Flange Class,Valves,Valve Voltage,Valve Fluid,Valve Material of Construction,Valve Diameter,Valve Power Feed Location,Valve Seal Material,Valve Auto/Manual,Valve Type,Valve Actuator Type,Valve Connections Type,Valve Seat Material,Tanks,Tank Fluid,Tank Material of Construction,Tank Diameter,Tank Height,Tank Volume,Tank Working Volume,Tank Working Height,Tank Type,Instruments,Instrument Voltage,Instrument Fluid,Instrument Connection Type,Instrument Power Feed Location,Instrument Type,Instrument Wire Count,Instrument Analog/Digital,Instrument Mount Detail,Panels,Panels Voltage,Panels Amps,Panels Power Feed Location,Panel Type,Permits,Permit Number,Permit Description,Permit Title,Permit Permitting Body,Permit Plant Area,Permit Revision Number,Permit Expiry,Packages,Package Voltage,Package Amps,Package Power,Package Power Feed Location,*Any Custom Fields*,Notes,Unspc Code,Barcode,Facility Latitude,Facility Longitude,Facility Street Address,Facility City,Facility Postal Code,Facility Province,Facility Country,User/User Group name/Personnel Code,Calibration Needed,Aisle,Row,Bin,Low-level asset codes
Digester - #1 - Mixer - Service - Box - #2,C2NC-1300-100-SB_41202A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41202A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #3,C2NC-1300-100-SB_41203A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41203A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #4,C2NC-1300-100-SB_41204A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41204A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #5,C2NC-1300-100-SB_41205A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41205A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #6,C2NC-1300-100-SB_41206A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41206A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #7,C2NC-1300-100-SB_41207A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41207A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #8,C2NC-1300-100-SB_41208A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41208A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Service - Box - #9,C2NC-1300-100-SB_41209A,C2NC-1300-100,Equipment,Service Box Pro for membrane roof,Anaergia Technologies,,,,,,,Y,,,,D-04,SB_41209A,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Auto-Positioner - #1,C2NC-1300-100-SB_M_41201A,C2NC-1300-100,Equipment,Digester - #1 - Mixer - Auto-Positioner - #1,AUMA,,,,,,,Y,,,,D-08,SB_M_41201A,,,,,,,,,Electric Positioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - #1 - Mixer - Auto-Positioner - #2,C2NC-1300-100-SB_M_41202A,C2NC-1300-100,Equipment,Digester - #1 - Mixer - Auto-Positioner - #2,AUMA,,,,,,,Y,,,,D-08,SB_M_41202A,,,,,,,,,Electric Positioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Nutrient - Isolation - 04,C2NC-1300-HTG-HV_31104,C2NC-1300-HTG,Valves,Nutrient Isolation Ball Valve,,,,,,,,,,,,D-09,HV_31104,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Nutrient - Isolation - 05,C2NC-1300-HTG-HV_31105,C2NC-1300-HTG,Valves,Nutrient Isolation Ball Valve,,,,,,,,,,,,D-09,HV_31105,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Nutrient - Isolation - 06,C2NC-1300-HTG-HV_31106,C2NC-1300-HTG,Valves,Nutrient Isolation Ball Valve,,,,,,,,,,,,D-09,HV_31106,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Valve - 01,C2NC-1300-HTG-HV_44101,C2NC-1300-HTG,Valves, Knife Gate Valve,,,,,,,,,,,,D-09,HV_44101,,,,,,,,,,,,,,,,,,,,,,DGT,,200DN,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Valve - 02,C2NC-1300-HTG-HV_44102,C2NC-1300-HTG,Valves, Knife Gate Valve,,,,,,,,,,,,D-09,HV_44102,,,,,,,,,,,,,,,,,,,,,,DGT,,200DN,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 03A,C2NC-1300-HTG-HV_44103A,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44103A,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 03B,C2NC-1300-HTG-HV_44103B,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44103B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 03C,C2NC-1300-HTG-HV_44103C,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44103C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 04A,C2NC-1300-HTG-HV_44104A,C2NC-1300-HTG,Valves,Drain Eccentric Plug Valve,,,,,,,,,,,,D-09,HV_44104A,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 04B,C2NC-1300-HTG-HV_44104B,C2NC-1300-HTG,Valves,Drain Eccentric Plug Valve,,,,,,,,,,,,D-09,HV_44104B,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 04C,C2NC-1300-HTG-HV_44104C,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44104C,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 07A,C2NC-1300-HTG-HV_44107A,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44107A,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 07B,C2NC-1300-HTG-HV_44107B,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44107B,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 07C,C2NC-1300-HTG-HV_44107C,C2NC-1300-HTG,Valves,Pump/HX Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44107C,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 08A,C2NC-1300-HTG-HV_44108A,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44108A,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 08B,C2NC-1300-HTG-HV_44108B,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44108B,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 08C,C2NC-1300-HTG-HV_44108C,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44108C,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 10A,C2NC-1300-HTG-HV_44110A,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44110A,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 10B,C2NC-1300-HTG-HV_44110B,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44110B,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 10C,C2NC-1300-HTG-HV_44110C,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44110C,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 11A,C2NC-1300-HTG-HV_44111A,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44111A,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 11B,C2NC-1300-HTG-HV_44111B,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44111B,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 11C,C2NC-1300-HTG-HV_44111C,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44111C,,,,,,,,,,,,,,,,,,,,,,DGT,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 12A,C2NC-1300-HTG-HV_44112A,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44112A,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 12B,C2NC-1300-HTG-HV_44112B,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44112B,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 12C,C2NC-1300-HTG-HV_44112C,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44112C,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 13A,C2NC-1300-HTG-HV_44113A,C2NC-1300-HTG,Valves,Drain Eccentric Plug Valve,,,,,,,,,,,,D-09,HV_44113A,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 13B,C2NC-1300-HTG-HV_44113B,C2NC-1300-HTG,Valves,Drain Eccentric Plug Valve,,,,,,,,,,,,D-09,HV_44113B,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 13C,C2NC-1300-HTG-HV_44113C,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44113C,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 14A,C2NC-1300-HTG-HV_44114A,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44114A,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 14B,C2NC-1300-HTG-HV_44114B,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44114B,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Instrument - Isolation - 14C,C2NC-1300-HTG-HV_44114C,C2NC-1300-HTG,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44114C,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 15A,C2NC-1300-HTG-HV_44115A,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44115A,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 15B,C2NC-1300-HTG-HV_44115B,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44115B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 15C,C2NC-1300-HTG-HV_44115C,C2NC-1300-HTG,Valves,Pump/HX Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44115C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 17A,C2NC-1300-HTG-HV_44117A,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44117A,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 17B,C2NC-1300-HTG-HV_44117B,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44117B,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 17C,C2NC-1300-HTG-HV_44117C,C2NC-1300-HTG,Valves,Pump/HX Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44117C,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 18A,C2NC-1300-HTG-HV_44118A,C2NC-1300-HTG,Valves,Pump/HX Isolation Ball Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44118A,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,1,,,Manual,Ball,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 18B,C2NC-1300-HTG-HV_44118B,C2NC-1300-HTG,Valves,Drain Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44118B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,1,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 18C,C2NC-1300-HTG-HV_44118C,C2NC-1300-HTG,Valves,Drain Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-09,HV_44118C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,1,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 19A,C2NC-1300-HTG-HV_44119A,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44119A,,,,,,,,,,,,,,,,,,,,,,DGT,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 19B,C2NC-1300-HTG-HV_44119B,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44119B,,,,,,,,,,,,,,,,,,,,,,DGT,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 19C,C2NC-1300-HTG-HV_44119C,C2NC-1300-HTG,Valves,Pump/HX Isolation Ball Valve,,,,,,,,,,,,D-09,HV_44119C,,,,,,,,,,,,,,,,,,,,,,DGT,,6,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 20A,C2NC-1300-HTG-HV_44120A,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44120A,,,,,,,,,,,,,,,,,,,,,,HW,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 20B,C2NC-1300-HTG-HV_44120B,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44120B,,,,,,,,,,,,,,,,,,,,,,HW,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 20C,C2NC-1300-HTG-HV_44120C,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44120C,,,,,,,,,,,,,,,,,,,,,,HW,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 21A,C2NC-1300-HTG-HV_44121A,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44121A,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 21B,C2NC-1300-HTG-HV_44121B,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44121B,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 21C,C2NC-1300-HTG-HV_44121C,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44121C,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Valve - 22,C2NC-1300-HTG-HV_44122,C2NC-1300-HTG,Valves, Knife Gate Valve,,,,,,,,,,,,D-09,HV_44122,,,,,,,,,,,,,,,,,,,,,,DGT,,100DN,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 22A,C2NC-1300-HTG-HV_44122A,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44122A,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 22B,C2NC-1300-HTG-HV_44122B,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44122B,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pump/HX - Isolation - 22C,C2NC-1300-HTG-HV_44122C,C2NC-1300-HTG,Valves,Pump/HX Isolation Butterfly Valve,,,,,,,,,,,,D-09,HV_44122C,,,,,,,,,,,,,,,,,,,,,,HW,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Valve - 23,C2NC-1300-HTG-HV_44123,C2NC-1300-HTG,Valves, Knife Gate Valve,,,,,,,,,,,,D-09,HV_44123,,,,,,,,,,,,,,,,,,,,,,DGT,,100DN,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 23A,C2NC-1300-HTG-HV_44123A,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44123A,,,,,,,,,,,,,,,,,,,,,,HW,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Drain - 23B,C2NC-1300-HTG-HV_44123B,C2NC-1300-HTG,Valves,Drain Ball Valve,,,,,,,,,,,,D-09,HV_44123B,,,,,,,,,,,,,,,,,,,,,,HW,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
