Gas_Plant - Pre-Treatment - Ball - valve - 104,C2NC-1500-PRE-V104,C2NC-1500-PRE-V104,C2NC-1500-PRE,Pre-Treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Compensator - 110,C2NC-1500-PRE-BL110,C2NC-1500-PRE-BL110,C2NC-1500-PRE,Pre-Treatment - PREVENT VIBRATIONS TO AFFECT BLOWER'S PIPE - Compensator,,
Gas_Plant - Pre-Treatment - Feed - blower - 110,C2NC-1500-PRE-FB110,C2NC-1500-PRE-FB110,C2NC-1500-PRE,Pre-Treatment - BOOST BIOGAS PRESSURE  - Feed blower,,
Gas_Plant - Pre-Treatment - Check - valve - 110,C2NC-1500-PRE-CV110,C2NC-1500-PRE-CV110,C2NC-1500-PRE,Pre-Treatment - PREVENT BACKFLOW - Check valve,,
Gas_Plant - Pre-Treatment - Compensator - 111,C2NC-1500-PRE-BL111,C2NC-1500-PRE-BL111,C2NC-1500-PRE,Pre-Treatment - PREVENT VIBRATIONS TO AFFECT BLOWER'S PIPE - Compensator,,
Gas_Plant - Pre-Treatment - Temperature - transmitter - 111,C2NC-1500-PRE-TT111,C2NC-1500-PRE-TT111,C2NC-1500-PRE,Pre-Treatment - MEASURE INLET TEMPERATURE BIOGAS - Temperature transmitter,,
Gas_Plant - Pre-Treatment - Ball - valve - 131,C2NC-1500-PRE-V131,C2NC-1500-PRE-V131,C2NC-1500-PRE,Pre-Treatment - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Pre-Treatment - Pressure - transmitter - 130,C2NC-1500-PRE-PT130,C2NC-1500-PRE-PT130,C2NC-1500-PRE,Pre-Treatment - MEASURE PRESSURE AFTER FEEDBLOWERS - Pressure transmitter,,
Gas_Plant - Pre-Treatment - Ball - valve - 132,C2NC-1500-PRE-V132,C2NC-1500-PRE-V132,C2NC-1500-PRE,Pre-Treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Dry - cooler - heat - exchanger - 130,C2NC-1500-PRE-HE130,C2NC-1500-PRE-HE130,C2NC-1500-PRE,Pre-Treatment - COOL DOWN GAS - Dry cooler heat exchanger,,
Gas_Plant - Pre-Treatment - Dry - cooler - fan - 130,C2NC-1500-PRE-FA130,C2NC-1500-PRE-FA130,C2NC-1500-PRE,Pre-Treatment - COOL DOWN GAS - Dry cooler fan,,
Gas_Plant - Pre-Treatment - Ball - valve - 133,C2NC-1500-PRE-V133,C2NC-1500-PRE-V133,C2NC-1500-PRE,Pre-Treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Heat - exchanger - 140,C2NC-1500-PRE-HE140,C2NC-1500-PRE-HE140,C2NC-1500-PRE,Pre-Treatment - COOL DOWN GAS - Heat exchanger,,
Gas_Plant - Pre-Treatment - CONTROL - VALVE - 130,C2NC-1500-PRE-AV130.01,C2NC-1500-PRE-AV130.01,C2NC-1500-PRE,Pre-Treatment - Control recycle - CONTROL VALVE,,
Gas_Plant - Pre-Treatment - PNEUMATIC - ACTUATOR - 130,C2NC-1500-PRE-AV130.02,C2NC-1500-PRE-AV130.02,C2NC-1500-PRE,Pre-Treatment - Control recycle - PNEUMATIC ACTUATOR,,
Gas_Plant - Pre-Treatment - POSITIONER - 130,C2NC-1500-PRE-AV130.03,C2NC-1500-PRE-AV130.03,C2NC-1500-PRE,Pre-Treatment - Control recycle - POSITIONER,,
Gas_Plant - Pre-Treatment - Pressure - safety - valve - 130,C2NC-1500-PRE-PZV130,C2NC-1500-PRE-PZV130,C2NC-1500-PRE,Pre-Treatment - SAFEGUARD PRESSURE - Pressure safety valve,,
Gas_Plant - Pre-Treatment - Ball - valve - 138,C2NC-1500-PRE-V138,C2NC-1500-PRE-V138,C2NC-1500-PRE,Pre-Treatment - DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Butterfly - valve - 140,C2NC-1500-PRE-AV140.01,C2NC-1500-PRE-AV140.01,C2NC-1500-PRE,Pre-Treatment - BLOCK OFF GAS FLOW  - Butterfly valve,,
Gas_Plant - Pre-Treatment - Pneumatic - actuator - 140,C2NC-1500-PRE-AV140.03,C2NC-1500-PRE-AV140.03,C2NC-1500-PRE,Pre-Treatment - BLOCK OFF GAS FLOW  - Pneumatic actuator,,
Gas_Plant - Pre-Treatment - Solenoid - valve - 140,C2NC-1500-PRE-AV140.04,C2NC-1500-PRE-AV140.04,C2NC-1500-PRE,Pre-Treatment - BLOCK OFF GAS FLOW  - Solenoid valve,,
Gas_Plant - Pre-Treatment - Ball - valve - 135,C2NC-1500-PRE-V135,C2NC-1500-PRE-V135,C2NC-1500-PRE,Pre-Treatment - DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Butterfly - valve - 751,C2NC-1500-PRE-V751,C2NC-1500-PRE-V751,C2NC-1500-PRE,Pre-Treatment - ISOLATE HEAT EXCHANGER - Butterfly valve,,
Gas_Plant - Pre-Treatment - Dearation - valve - 750,C2NC-1500-PRE-DAV750,C2NC-1500-PRE-DAV750,C2NC-1500-PRE,Pre-Treatment - DEARATE GLYCOL MIXTURE SYSTEM  - Dearation valve,,
Gas_Plant - Pre-Treatment - Butterfly - valve - 752,C2NC-1500-PRE-V752,C2NC-1500-PRE-V752,C2NC-1500-PRE,Pre-Treatment - ISOLATE HEAT EXCHANGER - Butterfly valve,,
Gas_Plant - Pre-Treatment - Ball - valve - 743,C2NC-1500-PRE-V743,C2NC-1500-PRE-V743,C2NC-1500-PRE,Pre-Treatment - DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Butterfly - valve - 744,C2NC-1500-PRE-V744,C2NC-1500-PRE-V744,C2NC-1500-PRE,Pre-Treatment - ISOLATE HEAT EXCHANGER - Butterfly valve,,
Gas_Plant - Pre-Treatment - Dearation - valve - 740,C2NC-1500-PRE-DAV740,C2NC-1500-PRE-DAV740,C2NC-1500-PRE,Pre-Treatment - DEARATE GLYCOL MIXTURE SYSTEM  - Dearation valve,,
Gas_Plant - Pre-Treatment - Butterfly - valve - 745,C2NC-1500-PRE-V745,C2NC-1500-PRE-V745,C2NC-1500-PRE,Pre-Treatment - ISOLATE HEAT EXCHANGER - Butterfly valve,,
,,,,,,
Gas_Plant - Active - carbon - vessels - Pressure - indicator - transmitter - 131,C2NC-1500-ACV-PIT131,C2NC-1500-ACV-PIT131,C2NC-1500-ACV,Active carbon vessels - MEASURE INLET PRESSURE  - Pressure indicator transmitter,,
Gas_Plant - Active - carbon - vessels - Temperature - transmitter - 130,C2NC-1500-ACV-TT130,C2NC-1500-ACV-TT130,C2NC-1500-ACV,Active carbon vessels - MEASURE INLET TEMPERATURE BIOGAS - Temperature transmitter,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 150A,C2NC-1500-ACV-V150A,C2NC-1500-ACV-V150A,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 151A,C2NC-1500-ACV-V151A,C2NC-1500-ACV-V151A,C2NC-1500-ACV,Active carbon vessels - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Active - carbon - vessels - Spectacle - flange - 150A,C2NC-1500-ACV-SF150A,C2NC-1500-ACV-SF150A,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Spectacle flange,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 154A,C2NC-1500-ACV-V154A,C2NC-1500-ACV-V154A,C2NC-1500-ACV,Active carbon vessels - DRAIN - Ball valve,,
Gas_Plant - Active - carbon - vessels - Carbon - vessel - 150A,C2NC-1500-ACV-CF150A,C2NC-1500-ACV-CF150A,C2NC-1500-ACV,Active carbon vessels - REMOVING POLLUTANTS FROM BIOGAS - Carbon vessel,,
Gas_Plant - Active - carbon - vessels - Spectacle - flange - 160A,C2NC-1500-ACV-SF160A,C2NC-1500-ACV-SF160A,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Spectacle flange,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 152A,C2NC-1500-ACV-V152A,C2NC-1500-ACV-V152A,C2NC-1500-ACV,Active carbon vessels - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Active - carbon - vessels - Pressure - transmitter - 150A,C2NC-1500-ACV-PT150A,C2NC-1500-ACV-PT150A,C2NC-1500-ACV,Active carbon vessels - MEASURE INLET PRESSURE  - Pressure transmitter,,
Gas_Plant - Active - carbon - vessels - Pressure - safety - valve - 150A,C2NC-1500-ACV-PZV150A,C2NC-1500-ACV-PZV150A,C2NC-1500-ACV,Active carbon vessels - SAFEGUARD PRESSURE - Pressure safety valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 155A,C2NC-1500-ACV-V155A,C2NC-1500-ACV-V155A,C2NC-1500-ACV,Active carbon vessels - BLOCK INERTISATION LINE - Ball valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 156A,C2NC-1500-ACV-V156A,C2NC-1500-ACV-V156A,C2NC-1500-ACV,Active carbon vessels - BLOCK GAS MEASUREMENT LINE - Ball valve,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 158A,C2NC-1500-ACV-V158A,C2NC-1500-ACV-V158A,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 160A,C2NC-1500-ACV-V160A,C2NC-1500-ACV-V160A,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 150B,C2NC-1500-ACV-V150B,C2NC-1500-ACV-V150B,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 151B,C2NC-1500-ACV-V151B,C2NC-1500-ACV-V151B,C2NC-1500-ACV,Active carbon vessels - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Active - carbon - vessels - Spectacle - flange - 150B,C2NC-1500-ACV-SF150B,C2NC-1500-ACV-SF150B,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Spectacle flange,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 154B,C2NC-1500-ACV-V154B,C2NC-1500-ACV-V154B,C2NC-1500-ACV,Active carbon vessels - DRAIN - Ball valve,,
Gas_Plant - Active - carbon - vessels - Carbon - vessel - 150B,C2NC-1500-ACV-CF150B,C2NC-1500-ACV-CF150B,C2NC-1500-ACV,Active carbon vessels - REMOVING POLLUTANTS FROM BIOGAS - Carbon vessel,,
Gas_Plant - Active - carbon - vessels - Spectacle - flange - 160B,C2NC-1500-ACV-SF160B,C2NC-1500-ACV-SF160B,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Spectacle flange,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 152B,C2NC-1500-ACV-V152B,C2NC-1500-ACV-V152B,C2NC-1500-ACV,Active carbon vessels - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Active - carbon - vessels - Pressure - transmitter - 150B,C2NC-1500-ACV-PT150B,C2NC-1500-ACV-PT150B,C2NC-1500-ACV,Active carbon vessels - MEASURE INLET PRESSURE  - Pressure transmitter,,
Gas_Plant - Active - carbon - vessels - Pressure - safety - valve - 150B,C2NC-1500-ACV-PZV150B,C2NC-1500-ACV-PZV150B,C2NC-1500-ACV,Active carbon vessels - SAFEGUARD PRESSURE - Pressure safety valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 155B,C2NC-1500-ACV-V155B,C2NC-1500-ACV-V155B,C2NC-1500-ACV,Active carbon vessels - BLOCK INERTISATION LINE - Ball valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 156B,C2NC-1500-ACV-V156B,C2NC-1500-ACV-V156B,C2NC-1500-ACV,Active carbon vessels - BLOCK GAS MEASUREMENT LINE - Ball valve,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 158B,C2NC-1500-ACV-V158B,C2NC-1500-ACV-V158B,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Butterfly - valve - 160B,C2NC-1500-ACV-V160B,C2NC-1500-ACV-V160B,C2NC-1500-ACV,Active carbon vessels - BLOCK IN CARBON VESSEL - Butterfly valve,,
Gas_Plant - Active - carbon - vessels - Ball - valve - 160,C2NC-1500-ACV-V160,C2NC-1500-ACV-V160,C2NC-1500-ACV,Active carbon vessels - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Active - carbon - vessels - Pressure - transmitter - 160,C2NC-1500-ACV-PT160,C2NC-1500-ACV-PT160,C2NC-1500-ACV,Active carbon vessels - MEASURE OUTLET PRESSURE  - Pressure transmitter,,
Gas_Plant - Active - carbon - vessels - Temperature - transmitter - 160,C2NC-1500-ACV-TT160,C2NC-1500-ACV-TT160,C2NC-1500-ACV,Active carbon vessels - MEASURE OUTLET TEMPERATURE BIOGAS - Temperature transmitter,,
Gas_Plant - Feed - gas - compressor - Filter - 200,C2NC-1500-FD-F200,C2NC-1500-FD-F200,C2NC-1500-FD,Feed gas compressor - FILTER PARTICLES - Filter,,
Gas_Plant - Feed - gas - compressor - Ball - valve - 200,C2NC-1500-FD-V200,C2NC-1500-FD-V200,C2NC-1500-FD,Feed gas compressor - DRAIN - Ball valve,,
Gas_Plant - Feed - gas - compressor - Gas - compressor - 200,C2NC-1500-FD-GC200,C2NC-1500-FD-GC200,C2NC-1500-FD,Feed gas compressor - COMPRESS BIOGAS  - Gas compressor,,
Gas_Plant - Feed - gas - compressor - Heat - exchanger - gas - compressor - 200,C2NC-1500-FD-HE200,C2NC-1500-FD-HE200,C2NC-1500-FD,Feed gas compressor - COOL DOWND COOLING MEDIUM - Heat exchanger gas compressor,,
Gas_Plant - Feed - gas - compressor - Gas - compressor - 210,C2NC-1500-FD-GC210,C2NC-1500-FD-GC210,C2NC-1500-FD,Feed gas compressor - COMPRESS BIOGAS  - Gas compressor,,
Gas_Plant - Feed - gas - compressor - Heat - exchanger - gas - compressor - 210,C2NC-1500-FD-HE210,C2NC-1500-FD-HE210,C2NC-1500-FD,Feed gas compressor - COOL DOWND COOLING MEDIUM - Heat exchanger gas compressor,,
,,,,,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 304,C2NC-1500-CMP-AV304.01,C2NC-1500-CMP-AV304.01,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 304,C2NC-1500-CMP-AV304.02,C2NC-1500-CMP-AV304.02,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Solenoid - valve - 304,C2NC-1500-CMP-AV304.03,C2NC-1500-CMP-AV304.03,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Solenoid valve,,
Gas_Plant - Compressed - gas - treatment - Dry - cooler - heat - exchanger - 300,C2NC-1500-CMP-HE300,C2NC-1500-CMP-HE300,C2NC-1500-CMP,Compressed gas treatment - COOL DOWN GAS - Dry cooler heat exchanger,,
Gas_Plant - Compressed - gas - treatment - Dry - Cooler - Fan - (in - Vilter - package) - 300,C2NC-1500-CMP-FA300,C2NC-1500-CMP-FA300,C2NC-1500-CMP,Compressed gas treatment - COOL DOWN GAS - Dry Cooler Fan (in Vilter package),,
Gas_Plant - Compressed - gas - treatment - Temperature - transmitter - 300,C2NC-1500-CMP-TT300,C2NC-1500-CMP-TT300,C2NC-1500-CMP,Compressed gas treatment - Measure inlet temperature - Temperature transmitter,,
Gas_Plant - Compressed - gas - treatment - Temperature - transmitter - 310,C2NC-1500-CMP-TT310,C2NC-1500-CMP-TT310,C2NC-1500-CMP,Compressed gas treatment - Measure outlet temperature - Temperature transmitter,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 310,C2NC-1500-CMP-AV310.01,C2NC-1500-CMP-AV310.01,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE TO CLIENT - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 310,C2NC-1500-CMP-AV310.02,C2NC-1500-CMP-AV310.02,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE TO CLIENT - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Solenoid - valve - 310,C2NC-1500-CMP-AV310.03,C2NC-1500-CMP-AV310.03,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE TO CLIENT - Solenoid valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 314,C2NC-1500-CMP-AV314.01,C2NC-1500-CMP-AV314.01,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 314,C2NC-1500-CMP-AV314.02,C2NC-1500-CMP-AV314.02,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Water - separator - 300,C2NC-1500-CMP-WS300,C2NC-1500-CMP-WS300,C2NC-1500-CMP,Compressed gas treatment - SEPARATE CONDENSED WATER  - Water separator,,
Gas_Plant - Compressed - gas - treatment - Filter - (Water - separator) - 310,C2NC-1500-CMP-F310,C2NC-1500-CMP-F310,C2NC-1500-CMP,Compressed gas treatment - SEPARATE CONDENSED WATER  - Filter (Water separator),,
Gas_Plant - Compressed - gas - treatment - Filter - 320,C2NC-1500-CMP-F320,C2NC-1500-CMP-F320,C2NC-1500-CMP,Compressed gas treatment - FILTER PARTICLES - Filter,,
Gas_Plant - Compressed - gas - treatment - Filter - 330,C2NC-1500-CMP-F330,C2NC-1500-CMP-F330,C2NC-1500-CMP,Compressed gas treatment - FILTER PARTICLES - Filter,,
Gas_Plant - Compressed - gas - treatment - Solenoid - valve - 314,C2NC-1500-CMP-AV314.03,C2NC-1500-CMP-AV314.03,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Solenoid valve,,
Gas_Plant - Compressed - gas - treatment - Control - valve - 340,C2NC-1500-CMP-AV340.01,C2NC-1500-CMP-AV340.01,C2NC-1500-CMP,Compressed gas treatment - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control valve,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 340,C2NC-1500-CMP-AV340.02,C2NC-1500-CMP-AV340.02,C2NC-1500-CMP,Compressed gas treatment - CONTROL PRESSURE OF MEMBRANE SYSTEM - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Control - unit/ - positioner - 340,C2NC-1500-CMP-AV340.03,C2NC-1500-CMP-AV340.03,C2NC-1500-CMP,Compressed gas treatment - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control unit/ positioner,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 324,C2NC-1500-CMP-AV324.01,C2NC-1500-CMP-AV324.01,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 324,C2NC-1500-CMP-AV324.02,C2NC-1500-CMP-AV324.02,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Solenoid - valve - 324,C2NC-1500-CMP-AV324.03,C2NC-1500-CMP-AV324.03,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Solenoid valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 334,C2NC-1500-CMP-AV334.01,C2NC-1500-CMP-AV334.01,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Pressure - safety - valve - 340,C2NC-1500-CMP-PZV340,C2NC-1500-CMP-PZV340,C2NC-1500-CMP,Compressed gas treatment - SAFEGUARD PRESSURE CF340 - Pressure safety valve,,
Gas_Plant - Compressed - gas - treatment - Filter - 350,C2NC-1500-CMP-F350,C2NC-1500-CMP-F350,C2NC-1500-CMP,Compressed gas treatment - FILTER PARTICLES - Filter,,
Gas_Plant - Compressed - gas - treatment - Pneumatic - actuator - 334,C2NC-1500-CMP-AV334.02,C2NC-1500-CMP-AV334.02,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Pneumatic actuator,,
Gas_Plant - Compressed - gas - treatment - Filter - 360,C2NC-1500-CMP-F360,C2NC-1500-CMP-F360,C2NC-1500-CMP,Compressed gas treatment - FILTER PARTICLES - Filter,,
Gas_Plant - Compressed - gas - treatment - Solenoid - valve - 334,C2NC-1500-CMP-AV334.03,C2NC-1500-CMP-AV334.03,C2NC-1500-CMP,Compressed gas treatment - DRAIN CONDENSATE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 400,C2NC-1500-MBR-AV400.01,C2NC-1500-MBR-AV400.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANES - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.05,C2NC-1500-MBR-AV412.05.01,C2NC-1500-MBR-AV412.05.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.05,C2NC-1500-MBR-AV412.05.02,C2NC-1500-MBR-AV412.05.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 400,C2NC-1500-MBR-AV400-02,C2NC-1500-MBR-AV400-02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANES - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 401,C2NC-1500-MBR-AV401.01,C2NC-1500-MBR-AV401.01,C2NC-1500-MBR,Membranes stage 1 - ISOLATE PERMEATE SIDE MEMBRANES - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 401,C2NC-1500-MBR-AV401.02,C2NC-1500-MBR-AV401.02,C2NC-1500-MBR,Membranes stage 1 - ISOLATE PERMEATE SIDE MEMBRANES - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 401,C2NC-1500-MBR-AV401.03,C2NC-1500-MBR-AV401.03,C2NC-1500-MBR,Membranes stage 1 - ISOLATE PERMEATE SIDE MEMBRANES - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.01,C2NC-1500-MBR-AV411.01.01,C2NC-1500-MBR-AV411.01.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.01,C2NC-1500-MBR-AV411.01.02,C2NC-1500-MBR-AV411.01.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.01,C2NC-1500-MBR-AV411.01.03,C2NC-1500-MBR-AV411.01.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.02,C2NC-1500-MBR-AV411.02.01,C2NC-1500-MBR-AV411.02.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.02,C2NC-1500-MBR-AV411.02.02,C2NC-1500-MBR-AV411.02.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.02,C2NC-1500-MBR-AV411.02.03,C2NC-1500-MBR-AV411.02.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.03,C2NC-1500-MBR-AV411.03.01,C2NC-1500-MBR-AV411.03.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.03,C2NC-1500-MBR-AV411.03.02,C2NC-1500-MBR-AV411.03.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.03,C2NC-1500-MBR-AV411.03.03,C2NC-1500-MBR-AV411.03.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.04,C2NC-1500-MBR-AV411.04.01,C2NC-1500-MBR-AV411.04.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.04,C2NC-1500-MBR-AV411.04.02,C2NC-1500-MBR-AV411.04.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.04,C2NC-1500-MBR-AV411.04.03,C2NC-1500-MBR-AV411.04.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.05,C2NC-1500-MBR-AV411.05.01,C2NC-1500-MBR-AV411.05.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.05,C2NC-1500-MBR-AV411.05.02,C2NC-1500-MBR-AV411.05.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.05,C2NC-1500-MBR-AV411.05.03,C2NC-1500-MBR-AV411.05.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.06,C2NC-1500-MBR-AV411.06.01,C2NC-1500-MBR-AV411.06.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.06,C2NC-1500-MBR-AV411.06.02,C2NC-1500-MBR-AV411.06.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.06,C2NC-1500-MBR-AV411.06.03,C2NC-1500-MBR-AV411.06.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.07,C2NC-1500-MBR-AV411.07.01,C2NC-1500-MBR-AV411.07.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.07,C2NC-1500-MBR-AV411.07.02,C2NC-1500-MBR-AV411.07.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.07,C2NC-1500-MBR-AV411.07.03,C2NC-1500-MBR-AV411.07.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
